Date,AVG Open,AVG High,AVG Low,AVG Close,AVG Adj Close,AVG Volume,AVG CloseUSD,currency US Dollar Index,currency Gold Futures,BTC/USD,Gold/BTC Ratio,mining Mining Difficulty,onchain Active Addresses,onchain Transaction Count,onchain Mempool Size,onchain Hash Rate (GH/s),onchain Mining Difficulty,onchain Transaction Fees (BTC),onchain Median Confirmation Time (min)
2012-02-02,8389.704494499694,8445.933424729566,8358.003859682656,8433.241671048678,8466.464243570963,1172359087.179487,5095.390181808707,78.97000122070312,1756.800048828125,5.97207650273224,294.16904623113663,1307728.36060407,11456.0,6153.0,22589818.0,8.77601647007213,1307728.36060407,29.11896874,17.0333333333333
2012-02-03,8413.003253414321,8487.158709806687,8386.501170949801,8471.536622658754,8514.23821258545,1203091612.820513,5132.083491896566,78.94000244140625,1737.9000244140625,5.994016393442623,289.93915103657423,1307728.36060407,11456.0,7050.0,22589818.0,8.77601647007213,1307728.36060407,6.90589652,17.0333333333333
2012-02-05,8413.003253414321,8487.158709806687,8386.501170949801,8471.536622658754,8514.23821258545,1203091612.820513,5132.083491896566,78.94000244140625,1737.9000244140625,5.994016393442623,289.93915103657423,1379647.43921429,11451.0,7050.0,22589818.0,9.3272398828152,1379647.43921429,6.90589652,16.4833333333333
2012-02-06,8490.345683029293,8522.297603775913,8426.421835193565,8476.58326916817,8522.83954111735,1063487930.7692308,5129.358466700001,79.08999633789062,1722.800048828125,6.05983606557377,284.2981279007592,1379647.43921429,11451.0,7050.0,22589818.0,9.3272398828152,1379647.43921429,6.90589652,16.4833333333333
2012-02-07,8466.727009016116,8502.756977265653,8399.920435788668,8459.283034104566,8422.429504394531,1077475830.7692308,5114.576997903676,78.56999969482422,1746.4000244140625,6.081775956284153,287.15296929173286,1379647.43921429,11451.0,7012.0,22589818.0,9.3272398828152,1379647.43921429,6.64074854,16.4833333333333
2012-02-08,10292.315428632324,10392.170281826477,10262.724236253924,10367.853739420572,8607.505767822266,1066822607.1428572,4909.552344500442,78.63999938964844,1729.300048828125,6.103715846994535,283.3192258908368,1379647.43921429,11451.0,7012.0,22589818.0,9.3272398828152,1379647.43921429,6.64074854,16.4833333333333
2012-02-09,10344.305511246235,10403.629672898354,10293.531016211438,10379.285545712424,8614.030100504557,1130243635.7142856,4913.732209841628,78.55999755859375,1739.0,6.125655737704918,283.88797452263395,1379647.43921429,12023.0,7012.0,22589818.0,9.87590105239257,1379647.43921429,6.64074854,13.2166666666667
2012-02-10,10347.58039986718,10385.669291443914,10250.82496469054,10300.858691987536,8599.349126180014,1064280164.2857144,4886.725651017252,79.11000061035156,1723.300048828125,6.1475956284153,280.3209828673051,1379647.43921429,12023.0,7012.0,22589818.0,9.87590105239257,1379647.43921429,6.64074854,13.2166666666667
2012-02-11,10347.58039986718,10385.669291443914,10250.82496469054,10300.858691987536,8599.349126180014,1064280164.2857144,4886.725651017252,79.11000061035156,1723.300048828125,6.1475956284153,280.3209828673051,1379647.43921429,12023.0,7679.0,22589818.0,9.87590105239257,1379647.43921429,3.91143183,13.2166666666667
2012-02-13,10283.655752140052,10380.625231973552,10260.023062684708,10353.580861409506,8613.827003479004,977956390.4761906,4903.631946671258,78.94000244140625,1723.0,6.213415300546448,277.30320872781004,1379647.43921429,12755.0,7679.0,22589818.0,10.0816489909841,1379647.43921429,3.91143183,10.8333333333333
2012-02-14,10329.140657912989,10376.458155274331,10279.365172330154,10342.426140194846,8590.720944722494,996250657.1428572,4894.263521649315,79.58000183105469,1715.9000244140625,6.23535519125683,275.1888179233294,1379647.43921429,12755.0,7679.0,22589818.0,10.0816489909841,1379647.43921429,3.91143183,10.8333333333333
