# Data Source: Blockchain.com Public Charts API (https://www.blockchain.com/explorer/charts)
Date,Miner Revenue (USD)
2022-03-30,40379135.25749871
2022-04-01,
2022-04-02,
2022-04-03,40719203.40116903
2022-04-05,
2022-04-06,
2022-04-07,38455362.05837601
2022-04-09,
2022-04-10,
2022-04-11,35801153.7575258
2022-04-13,
2022-04-14,
2022-04-15,40084844.38845567
2022-04-16,
2022-04-17,
2022-04-18,
2022-04-19,32209953.668280132
2022-04-20,
2022-04-21,
2022-04-22,
2022-04-23,40745768.893821314
2022-04-24,
2022-04-25,
2022-04-26,
2022-04-27,42682531.77661201
2022-04-28,
2022-04-29,
2022-04-30,
2022-05-01,40525650.90483759
2022-05-03,
2022-05-04,
2022-05-05,38641030.35769125
2022-05-07,
2022-05-08,
2022-05-09,32281111.722359955
2022-05-11,
2022-05-12,
2022-05-13,29699309.994814295
2022-05-15,
2022-05-16,
2022-05-17,28397876.911416225
2022-05-18,
2022-05-19,
2022-05-20,
2022-05-21,25484061.476900727
2022-05-22,
2022-05-23,
2022-05-24,
2022-05-25,27361186.722105965
2022-05-26,
2022-05-27,
2022-05-28,
2022-05-29,27414129.737638846
2022-05-30,
2022-05-31,
2022-06-01,
2022-06-02,24078261.13086094
2022-06-04,
2022-06-05,
2022-06-06,30106422.182860665
2022-06-08,
2022-06-09,
2022-06-10,27700978.416366063
2022-06-12,
2022-06-13,
2022-06-14,20795095.681292698
2022-06-16,
2022-06-17,
2022-06-18,19163215.151645448
2022-06-19,
2022-06-20,
2022-06-21,
2022-06-22,16701527.504797904
2022-06-23,
2022-06-24,
2022-06-25,
2022-06-26,18725062.505838733
2022-06-27,
2022-06-28,
2022-06-29,
2022-06-30,20986948.239193026
2022-07-01,
2022-07-02,
2022-07-03,
2022-07-04,17710446.53341544
2022-07-06,
2022-07-07,
2022-07-08,20610085.030495834
2022-07-10,
2022-07-11,
2022-07-12,19253095.526382394
2022-07-14,
2022-07-15,
2022-07-16,19644545.69899658
2022-07-18,
2022-07-19,
2022-07-20,19141473.222768992
2022-07-22,
2022-07-23,
2022-07-24,22447659.673061103
2022-07-25,
2022-07-26,
2022-07-27,
2022-07-28,21195787.991195064
2022-07-29,
2022-07-30,
2022-07-31,
2022-08-01,20057094.21660737
2022-08-02,
2022-08-03,
2022-08-04,
2022-08-05,22040552.556791432
2022-08-06,
2022-08-07,
2022-08-08,
2022-08-09,21500771.45078992
2022-08-11,
2022-08-12,
2022-08-13,21597981.286947653
2022-08-15,
2022-08-16,
2022-08-17,19823143.47206977
2022-08-19,
2022-08-20,
2022-08-21,19658711.446938902
2022-08-23,
2022-08-24,
2022-08-25,21711435.8619223
2022-08-26,
2022-08-27,
2022-08-28,
2022-08-29,19815545.48503768
2022-08-30,
2022-08-31,
2022-09-01,
2022-09-02,16573004.97125154
2022-09-03,
2022-09-04,
2022-09-05,
2022-09-06,17711313.57191243
2022-09-07,
2022-09-08,
2022-09-09,
2022-09-10,21254611.329074144
2022-09-12,
2022-09-13,
2022-09-14,16390122.367911555
2022-09-16,
2022-09-17,
2022-09-18,19614731.42557514
2022-09-20,
2022-09-21,
2022-09-22,15405709.406264087
2022-09-24,
2022-09-25,
2022-09-26,18586164.0791014
2022-09-28,
2022-09-29,
2022-09-30,20961626.892611515
2022-10-01,
2022-10-02,
2022-10-03,
2022-10-04,20497223.57467133
2022-10-05,
2022-10-06,
2022-10-07,
2022-10-08,21693311.538908795
2022-10-09,
2022-10-10,
2022-10-11,
2022-10-12,16543247.306288254
2022-10-13,
2022-10-14,
2022-10-15,
2022-10-16,17640377.301598247
2022-10-18,
2022-10-19,
2022-10-20,17832142.511155218
2022-10-22,
2022-10-23,
2022-10-24,16704131.75423753
2022-10-26,
2022-10-27,
2022-10-28,20657842.562491424
2022-10-30,
2022-10-31,
2022-11-01,19035680.24022811
2022-11-02,
2022-11-03,
2022-11-04,
2022-11-05,20477935.245340105
2022-11-06,
2022-11-07,
2022-11-08,
2022-11-09,16756916.904897429
2022-11-10,
2022-11-11,
2022-11-12,
2022-11-13,13715309.636890972
2022-11-14,
2022-11-15,
2022-11-16,
2022-11-17,15097004.518378556
2022-11-19,
2022-11-20,
2022-11-21,13533870.26017263
2022-11-23,
2022-11-24,
2022-11-25,13127718.390905542
2022-11-27,
2022-11-28,
2022-11-29,13816257.51734792
2022-12-01,
2022-12-02,
2022-12-03,14299138.04252222
2022-12-05,
2022-12-06,
2022-12-07,18475685.995101217
2022-12-08,
2022-12-09,
2022-12-10,
2022-12-11,15911653.689838963
2022-12-12,
2022-12-13,
2022-12-14,
2022-12-15,15628685.822634194
2022-12-16,
2022-12-17,
2022-12-18,
2022-12-19,14497991.473721288
2022-12-20,
2022-12-21,
2022-12-22,
2022-12-23,14192911.730580632
2022-12-25,
2022-12-26,
2022-12-27,12489766.06688427
2022-12-29,
2022-12-30,
2022-12-31,16375895.467673866
2023-01-02,
2023-01-03,
2023-01-04,15514421.553151188
2023-01-06,
2023-01-07,
2023-01-08,16331614.696256422
2023-01-09,
2023-01-10,
2023-01-11,
2023-01-12,17645261.628721908
2023-01-13,
2023-01-14,
2023-01-15,
2023-01-16,19564851.90352845
2023-01-17,
2023-01-18,
2023-01-19,
2023-01-20,18240061.154305376
2023-01-21,
2023-01-22,
2023-01-23,
2023-01-24,18918440.50491401
2023-01-26,
2023-01-27,
2023-01-28,24442485.75123782
2023-01-30,
2023-01-31,
2023-02-01,20346134.427086793
2023-02-03,
2023-02-04,
2023-02-05,22388253.779740416
2023-02-07,
2023-02-08,
2023-02-09,23332309.14710399
2023-02-11,
2023-02-12,
2023-02-13,21667418.164248344
2023-02-14,
2023-02-15,
2023-02-16,
2023-02-17,25714299.92522733
2023-02-18,
2023-02-19,
2023-02-20,
2023-02-21,26512359.26103933
2023-02-22,
2023-02-23,
2023-02-24,
2023-02-25,16083980.15403232
2023-02-26,
2023-02-27,
2023-02-28,
2023-03-01,25988722.583811883
2023-03-03,
2023-03-04,
2023-03-05,22389334.56458218
2023-03-07,
2023-03-08,
2023-03-09,19039458.643895354
2023-03-11,
2023-03-12,
2023-03-13,23087128.98074996
2023-03-15,
2023-03-16,
2023-03-17,25280852.552496247
2023-03-18,
2023-03-19,
2023-03-20,
2023-03-21,26497064.86479075
2023-03-22,
2023-03-23,
2023-03-24,
2023-03-25,25755315.778535493
2023-03-26,
2023-03-27,
2023-03-28,
2023-03-29,26591193.533266988
2023-03-30,
2023-03-31,
2023-04-01,
2023-04-02,27387521.07343141
2023-04-04,
2023-04-05,
2023-04-06,29988656.93568959
2023-04-08,
2023-04-09,
2023-04-10,22540478.67849652
2023-04-12,
2023-04-13,
2023-04-14,27977114.940560613
2023-04-16,
2023-04-17,
2023-04-18,31642501.63757007
2023-04-20,
2023-04-21,
2023-04-22,25972883.28916762
2023-04-23,
2023-04-24,
2023-04-25,
2023-04-26,24384973.37872218
2023-04-27,
2023-04-28,
2023-04-29,
2023-04-30,28548026.97705134
2023-05-01,
2023-05-02,
2023-05-03,
2023-05-04,29770202.04218574
2023-05-05,
2023-05-06,
2023-05-07,
2023-05-08,41744197.067098685
2023-05-10,
2023-05-11,
2023-05-12,27932158.246966116
2023-05-14,
2023-05-15,
2023-05-16,30101350.309985295
2023-05-18,
2023-05-19,
2023-05-20,24375940.640033692
2023-05-22,
2023-05-23,
2023-05-24,25204426.061596133
2023-05-25,
2023-05-26,
2023-05-27,
2023-05-28,29018379.77947518
2023-05-29,
2023-05-30,
2023-05-31,
2023-06-01,24808640.12866411
2023-06-02,
2023-06-03,
2023-06-04,
2023-06-05,24355694.08839815
2023-06-06,
2023-06-07,
2023-06-08,
2023-06-09,30334803.515606057
2023-06-11,
2023-06-12,
2023-06-13,24857915.761624184
2023-06-15,
2023-06-16,
2023-06-17,24576941.293343797
2023-06-19,
2023-06-20,
2023-06-21,23415578.90437153
2023-06-23,
2023-06-24,
2023-06-25,30195817.85050738
2023-06-27,
2023-06-28,
2023-06-29,28907158.299600467
2023-06-30,
2023-07-01,
2023-07-02,
2023-07-03,27990140.909918316
2023-07-04,
2023-07-05,
2023-07-06,
2023-07-07,34013005.20105904
2023-07-08,
2023-07-09,
2023-07-10,
2023-07-11,26664260.808558695
2023-07-12,
2023-07-13,
2023-07-14,
2023-07-15,27066441.91831429
2023-07-17,
2023-07-18,
2023-07-19,28328021.50246617
2023-07-21,
2023-07-22,
2023-07-23,28310247.069138404
2023-07-25,
2023-07-26,
2023-07-27,26347218.51898918
2023-07-29,
2023-07-30,
2023-07-31,27510234.359162603
2023-08-01,
2023-08-02,
2023-08-03,
2023-08-04,23104041.166844852
2023-08-05,
2023-08-06,
2023-08-07,
2023-08-08,23875114.96975787
2023-08-09,
2023-08-10,
2023-08-11,
2023-08-12,31294824.65651836
2023-08-13,
2023-08-14,
2023-08-15,
2023-08-16,30586968.731064703
2023-08-18,
2023-08-19,
2023-08-20,27190186.429498125
2023-08-22,
2023-08-23,
2023-08-24,23333266.492939506
2023-08-26,
2023-08-27,
2023-08-28,19666378.699688364
2023-08-30,
2023-08-31,
2023-09-01,25120794.91081459
2023-09-02,
2023-09-03,
2023-09-04,
2023-09-05,21245406.274935115
2023-09-06,
2023-09-07,
2023-09-08,
2023-09-09,25270696.568339124
2023-09-10,
2023-09-11,
2023-09-12,
2023-09-13,24786596.15628565
2023-09-14,
2023-09-15,
2023-09-16,
2023-09-17,25479813.23061756
2023-09-19,
2023-09-20,
2023-09-21,24381114.451694295
2023-09-23,
2023-09-24,
2023-09-25,24661550.73070846
2023-09-27,
2023-09-28,
2023-09-29,25946534.412971754
2023-10-01,
2023-10-02,
2023-10-03,28995037.486792862
2023-10-05,
2023-10-06,
2023-10-07,31014954.909119453
2023-10-08,
2023-10-09,
2023-10-10,
2023-10-11,27666095.64227482
2023-10-12,
2023-10-13,
2023-10-14,
2023-10-15,28431414.424704663
2023-10-16,
2023-10-17,
2023-10-18,
2023-10-19,25797505.892024655
2023-10-20,
2023-10-21,
2023-10-22,
2023-10-23,30814659.955034763
2023-10-25,
2023-10-26,
2023-10-27,34005980.050704196
2023-10-29,
2023-10-30,
2023-10-31,33982514.00176837
2023-11-02,
2023-11-03,
2023-11-04,40679663.2595844
2023-11-06,
2023-11-07,
2023-11-08,37138019.602830954
2023-11-09,
2023-11-10,
2023-11-11,
2023-11-12,44174930.492356926
2023-11-13,
2023-11-14,
2023-11-15,
2023-11-16,45968659.957687706
2023-11-17,
2023-11-18,
2023-11-19,
2023-11-20,45344546.355345115
2023-11-21,
2023-11-22,
2023-11-23,
2023-11-24,43175803.346235916
2023-11-26,
2023-11-27,
2023-11-28,37326757.10887134
2023-11-30,
2023-12-01,
2023-12-02,33852262.01674702
2023-12-04,
2023-12-05,
2023-12-06,50935074.8445154
2023-12-08,
2023-12-09,
2023-12-10,44686549.54716012
2023-12-12,
2023-12-13,
2023-12-14,53487706.78018544
2023-12-15,
2023-12-16,
2023-12-17,
2023-12-18,59706278.14765298
2023-12-19,
2023-12-20,
2023-12-21,
2023-12-22,60254531.70180586
2023-12-23,
2023-12-24,
2023-12-25,
2023-12-26,44429205.61532214
2023-12-27,
2023-12-28,
2023-12-29,
2023-12-30,49356320.35824165
2024-01-01,
2024-01-02,
2024-01-03,49942736.51560193
2024-01-05,
2024-01-06,
2024-01-07,35888603.51598232
2024-01-09,
2024-01-10,
2024-01-11,55090803.641925655
2024-01-13,
2024-01-14,
2024-01-15,35351902.51078625
2024-01-16,
2024-01-17,
2024-01-18,
2024-01-19,38173782.20108948
2024-01-20,
2024-01-21,
2024-01-22,
2024-01-23,41501393.373973474
2024-01-24,
2024-01-25,
2024-01-26,
2024-01-27,47675471.29990798
2024-01-28,
2024-01-29,
2024-01-30,
2024-01-31,37948047.32824909
2024-02-02,
2024-02-03,
2024-02-04,45783886.783488914
2024-02-06,
2024-02-07,
2024-02-08,42786545.164145045
2024-02-10,
2024-02-11,
2024-02-12,57764470.8403383
2024-02-14,
2024-02-15,
2024-02-16,47283903.32749274
2024-02-17,
2024-02-18,
2024-02-19,
2024-02-20,47322899.81340297
2024-02-21,
2024-02-22,
2024-02-23,
2024-02-24,45831218.69224145
2024-02-25,
2024-02-26,
2024-02-27,
2024-02-28,59287809.13205337
2024-02-29,
2024-03-01,
2024-03-02,
2024-03-03,63058947.8407899
2024-03-05,
2024-03-06,
2024-03-07,78496285.61822377
2024-03-09,
2024-03-10,
2024-03-11,78889620.04037066
2024-03-13,
2024-03-14,
2024-03-15,57055498.61769609
2024-03-17,
2024-03-18,
2024-03-19,66335356.25590292
2024-03-21,
2024-03-22,
2024-03-23,67132158.05324538
2024-03-24,
2024-03-25,
2024-03-26,
2024-03-27,61355577.38783222
2024-03-28,
2024-03-29,
2024-03-30,
2024-03-31,63236811.094294675
2024-04-01,
2024-04-02,
2024-04-03,
2024-04-04,60862190.09987233
2024-04-05,
2024-04-06,
2024-04-07,
2024-04-08,72584586.6894471
2024-04-10,
2024-04-11,
2024-04-12,70825577.10394244
2024-04-14,
2024-04-15,
2024-04-16,71877767.00329177
2024-04-18,
2024-04-19,
2024-04-20,107755899.72006707
2024-04-22,
2024-04-23,
2024-04-24,48915600.66247102
2024-04-25,
2024-04-26,
2024-04-27,
2024-04-28,31312027.141232885
2024-04-29,
2024-04-30,
2024-05-01,
2024-05-02,28934123.907706067
2024-05-03,
2024-05-04,
2024-05-05,
2024-05-06,27451699.523492247
2024-05-08,
2024-05-09,
2024-05-10,30606208.36564269
2024-05-12,
2024-05-13,
2024-05-14,27735381.41456481
2024-05-16,
2024-05-17,
2024-05-18,28438160.460786633
2024-05-20,
2024-05-21,
2024-05-22,38917719.969275184
2024-05-24,
2024-05-25,
2024-05-26,38481434.68217408
2024-05-27,
2024-05-28,
2024-05-29,
2024-05-30,28767073.21231229
2024-05-31,
2024-06-01,
2024-06-02,
2024-06-03,36823366.331727035
2024-06-04,
2024-06-05,
2024-06-06,
2024-06-07,53491882.961922884
2024-06-09,
2024-06-10,
2024-06-11,28949556.468733203
2024-06-13,
2024-06-14,
2024-06-15,31162127.595971256
2024-06-17,
2024-06-18,
2024-06-19,30061986.735367663
2024-06-21,
2024-06-22,
2024-06-23,23464996.032867584
2024-06-24,
2024-06-25,
2024-06-26,
2024-06-27,26857887.760584537
2024-06-28,
2024-06-29,
2024-06-30,
2024-07-01,29429485.801967986
2024-07-02,
2024-07-03,
2024-07-04,
2024-07-05,22301675.55097078
2024-07-07,
2024-07-08,
2024-07-09,28449925.860777948
2024-07-11,
2024-07-12,
2024-07-13,30099376.59774986
2024-07-15,
2024-07-16,
2024-07-17,33282763.029105972
2024-07-19,
2024-07-20,
2024-07-21,36593236.63656708
2024-07-23,
2024-07-24,
2024-07-25,33681498.18421587
2024-07-26,
2024-07-27,
2024-07-28,
2024-07-29,40280474.14703804
2024-07-30,
2024-07-31,
2024-08-01,
2024-08-02,25639623.020384252
2024-08-03,
2024-08-04,
2024-08-05,
2024-08-06,24947450.301382836
2024-08-07,
2024-08-08,
2024-08-09,
2024-08-10,24917672.54543788
2024-08-12,
2024-08-13,
2024-08-14,25374791.768216494
2024-08-16,
2024-08-17,
2024-08-18,29963139.508225396
2024-08-20,
2024-08-21,
2024-08-22,36484622.08943517
2024-08-24,
2024-08-25,
2024-08-26,27674781.48507304
2024-08-27,
2024-08-28,
2024-08-29,
2024-08-30,26777389.05608681
2024-08-31,
2024-09-01,
2024-09-02,
2024-09-03,27866937.66663015
2024-09-04,
2024-09-05,
2024-09-06,
2024-09-07,27552792.156600785
2024-09-08,
2024-09-09,
2024-09-10,
2024-09-11,19599003.467874914
2024-09-13,
2024-09-14,
2024-09-15,28778640.08225594
2024-09-17,
2024-09-18,
2024-09-19,24968850.56564683
2024-09-21,
2024-09-22,
2024-09-23,29543659.11037773
2024-09-25,
2024-09-26,
2024-09-27,29299201.002719067
2024-09-29,
2024-09-30,
2024-10-01,31840978.55680005
2024-10-02,
2024-10-03,
2024-10-04,
2024-10-05,30081843.746234596
2024-10-06,
2024-10-07,
2024-10-08,
2024-10-09,25530107.240756985
2024-10-10,
2024-10-11,
2024-10-12,
2024-10-13,28664910.99483269
2024-10-14,
2024-10-15,
2024-10-16,
2024-10-17,38062121.87630825
2024-10-19,
2024-10-20,
2024-10-21,37717977.99061954
2024-10-23,
2024-10-24,
2024-10-25,34823376.2580687
2024-10-27,
2024-10-28,
2024-10-29,36386425.459195286
2024-10-31,
2024-11-01,
2024-11-02,32026078.597759437
2024-11-04,
2024-11-05,
2024-11-06,36479752.335798346
2024-11-07,
2024-11-08,
2024-11-09,
2024-11-10,38393587.929907665
2024-11-11,
2024-11-12,
2024-11-13,
2024-11-14,37903153.606656246
2024-11-15,
2024-11-16,
2024-11-17,
2024-11-18,45939880.53391854
2024-11-19,
2024-11-20,
2024-11-21,
2024-11-22,45870965.214776054
2024-11-24,
2024-11-25,
2024-11-26,42134965.081264235
2024-11-28,
2024-11-29,
2024-11-30,51219912.1666137
2024-12-02,
2024-12-03,
2024-12-04,46080118.04099268
2024-12-06,
2024-12-07,
2024-12-08,47090807.27574497
2024-12-09,
2024-12-10,
2024-12-11,
2024-12-12,48612048.372051
2024-12-13,
2024-12-14,
2024-12-15,
2024-12-16,49902125.28962492
2024-12-17,
2024-12-18,
2024-12-19,
2024-12-20,48792080.69288845
2024-12-21,
2024-12-22,
2024-12-23,
2024-12-24,40475096.03004776
2024-12-26,
2024-12-27,
2024-12-28,43529291.78230904
2024-12-30,
2024-12-31,
2025-01-01,41677508.02058292
2025-01-03,
2025-01-04,
2025-01-05,49028390.2707316
2025-01-07,
2025-01-08,
2025-01-09,45131715.5046244
2025-01-11,
2025-01-12,
2025-01-13,38030872.878672
2025-01-14,
2025-01-15,
2025-01-16,
2025-01-17,49088495.97809198
2025-01-18,
2025-01-19,
2025-01-20,
2025-01-21,44179305.061924905
2025-01-22,
2025-01-23,
2025-01-24,
2025-01-25,43120149.290072314
2025-01-26,
2025-01-27,
2025-01-28,
2025-01-29,50806098.81323439
2025-01-31,
2025-02-01,
2025-02-02,53478549.88510187
2025-02-04,
2025-02-05,
2025-02-06,44757606.39731677
2025-02-08,
2025-02-09,
2025-02-10,43320703.27320515
2025-02-12,
2025-02-13,
2025-02-14,46640110.77105758
2025-02-15,
2025-02-16,
2025-02-17,
2025-02-18,42231628.83348872
2025-02-19,
2025-02-20,
2025-02-21,
2025-02-22,42595344.10286018
2025-02-23,
2025-02-24,
2025-02-25,
2025-02-26,44000914.86033099
2025-02-27,
2025-02-28,
2025-03-01,
2025-03-02,35174001.36934307
