,Global averaged stocks(USD),Currency US Dollar Index,Volatility_CBOE SKEW Index,Gold/BTC Ratio,BTC Volume,S2F Model,Onchain Hash Rate (GH/s),Onchain Mining Difficulty,BTC/USD
2015-05-15,0.0757177402785793,0.1782916257842401,0.2468817379312278,0.7432485935744819,2.413023720531416e-05,3.33519227714892e-05,0.0001631302654223,6.34214535191829e-05,0.0005615082627236
2015-05-16,0.0761376980384201,0.1920063968914811,0.2437754349611709,0.7485056811678369,9.20061903442889e-06,3.3598001358305855e-05,0.000177776541448,6.869305878478015e-05,0.000547806073183
2015-05-17,0.076557655798261,0.2057211679987212,0.2406691319911142,0.7537627687611916,9.327699014279167e-06,3.386630918573362e-05,0.0001924228174737,7.396466405037739e-05,0.0005539305737792
2015-05-18,0.0769776135581018,0.2194359391059612,0.2375628290210574,0.7590198563545465,2.5414998705639016e-05,3.414332631976097e-05,0.0001470188663685,7.396466405037739e-05,0.0005192598209742
2015-05-19,0.0770913879010071,0.2617554540296174,0.2285305009520608,0.749855110980316,1.818226729640277e-05,3.438933936711624e-05,0.0001016149152633,7.396466405037739e-05,0.0005081149664578
2015-05-20,0.0765273856934973,0.2688087563431298,0.2103226637754818,0.7444247014724826,2.1765295876261963e-05,3.463153083250911e-05,0.0001224761900954,7.396466405037739e-05,0.0005276585642153
2015-05-21,0.0769599765740762,0.2613638198147785,0.1544086634044579,0.7374413128588063,2.0652633720846444e-05,3.48997199626248e-05,0.0001433374649276,7.396466405037739e-05,0.0005401716505673
2015-05-22,0.075729538211686,0.2907525296281754,0.2081721042646729,0.7219525406669901,5.454281283154485e-05,3.5160602210165424e-05,0.000102842049077,7.396466405037739e-05,0.0005873935041639
2015-05-23,0.0743513669588586,0.3033896838166581,0.2017204804232473,0.7218142776724573,1.9216857894690542e-05,3.538219125332994e-05,6.234663322645897e-05,7.396466405037739e-05,0.0005734646679268
2015-05-24,0.0729731957060316,0.3160268380051407,0.1952688565818212,0.7216760146779244,1.0392492477733147e-05,3.561247682770262e-05,9.179784475415195e-05,7.396466405037739e-05,0.0005931027258068
